id	h_family	h_genus	h_species	i_family	i_tribe	i_genus	i_species	i_family_id	i_tribe_id	i_genus_id	i_species_id	h_family_id	h_genus_id	h_species_id	coll_number_same_h	coll_percent	h_n_specimens	i_h_same_g	i_h_same_f	i_j_h_col_event	i_j_same_col	h_voucher	coll_total_i	rel_confidence	redList
56	Pinaceae	Pinus	flexilis	Miridae	Phylini	Pinophylus	stonedahli	6296	6292	6129	557	62	554	747	6	0	2	FALSE	FALSE	0	0	0	6	LOW	FALSE
85	Sarcobataceae	Sarcobatus	vermiculatus	Miridae	Phylini	Megalopsallus	flammeus	6296	6292	6027	4	7960	587	960	4	0	7	FALSE	FALSE	0	0	0	4	LOW	FALSE
87	Asteraceae	Artemisia	californica	Miridae	Phylini	Europiella	pintoi	6296	6292	5876	32	98	418	8601	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
88	Rosaceae	Cercocarpus	montanus	Miridae	Phylini	Oligotylus	schwartzi	6296	6292	6073	511	376	448	842	3	0	5	FALSE	FALSE	0	0	0	3	LOW	FALSE
100	Boraginaceae	Phacelia	distans	Miridae	Phylini	Plagiognathus	phaceliae	6296	6292	6132	537	113	548	727	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
102	Grossulariaceae	Ribes	cereum	Miridae	Phylini	Plagiognathus	polhemorum	6296	6292	6132	523	227	578	696	14	0	32	FALSE	FALSE	0	0	0	14	LOW	FALSE
120	Amaranthaceae	Salicornia	rubra	Miridae	Phylini	Megalopsallus	femoralis	6296	6292	6027	8	83	582	8732	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
140	Asteraceae	Noticastrum	sericeum	Miridae	Phylini	Plagiognathus	astericola	6296	6292	6132	382	98	17491	17492	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
163	Asteraceae	Artemisia	cana	Miridae	Phylini	Chlamydatus	artemisiae	6296	6292	5807	83	98	418	683	3	0	4	FALSE	FALSE	0	0	0	3	LOW	FALSE
164	Asteraceae	Centranthus	pungens	Miridae	Phylini	Chlamydatus	californicus	6296	6292	5807	538	98	5626	9573	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
190	Pinaceae	Abies	procera	Miridae	Phylini	Plagiognathus	fenderi	6296	6292	6132	504	62	394	882	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
192	Pinaceae	Pseudotsuga	menziesii	Miridae	Phylini	Plagiognathus	piceicola	6296	6292	6132	534	62	568	831	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
208	Pinaceae	Larix	laricina	Miridae	Phylini	Plagiognathus	flavicornis	6296	6292	6132	321	62	516	799	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
264	Elaeagnaceae	Shepherdia	argentea	Miridae	Phylini	Plagiognathus	shepherdiae	6296	6292	6132	363	197	590	658	1	0	3	FALSE	FALSE	0	0	0	1	LOW	FALSE
294	Sarcobataceae	Sarcobatus	vermiculatus	Miridae	Phylini	Megalopsallus	sarcobati	6296	6292	6027	19	7960	587	960	16	0	10	FALSE	FALSE	0	0	0	16	LOW	FALSE
331	Sarcobataceae	Sarcobatus	vermiculatus	Miridae	Phylini	Megalopsallus	knowltoni	6296	6292	6027	5	7960	587	960	8	0	4	FALSE	FALSE	0	0	0	8	LOW	FALSE
508	Fabaceae	Amorpha	californica	Miridae	Phylini	Plagiognathus	urticae	6296	6292	6132	372	211	408	9243	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
520	Asteraceae	Artemisia	tridentata	Miridae	Phylini	Chlamydatus	montanus	6296	6292	5807	92	98	418	948	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
529	Rosaceae	Adenostoma	fasciculatum	Miridae	Phylini	Adenostomocoris	semiustus	6296	6292	5706	176	376	400	8641	21	0	18	FALSE	FALSE	0	0	0	21	LOW	FALSE
812	Rosaceae	Lyonothamnus	floribundus	Miridae	Phylini	Maculamiris	insulanus	6296	6292	6313	6330	376	1164	1165	1	0	5	FALSE	FALSE	0	0	0	1	LOW	FALSE
822	Fagaceae	Quercus	agrifolia	Miridae	Phylini	Quercophylus	gonoporospinus	6296	6292	6334	6335	68	571	632	7	0	71	FALSE	FALSE	0	0	0	7	LOW	FALSE
880	Fagaceae	Quercus	chrysolepis	Miridae	Phylini	Rubellomiris	sparus	6296	6292	6346	6350	68	571	698	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
909	Fagaceae	Quercus	wislizeni	Miridae	Phylini	Rubellomiris	bispinosus	6296	6292	6346	6348	68	571	2687	3	0	10	FALSE	FALSE	0	0	0	3	LOW	FALSE
951	Asteraceae	Parthenium	incanum	Miridae	Orthotylini	Jornandes	albipes	6296	6291	5953	34236	98	543	782	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
962	Rosaceae	Cercocarpus	montanus	Miridae	Orthotylini	Slaterocoris	alpinus	6296	6291	6200	2537	376	448	842	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
965	Rosaceae	Cercocarpus	betuloides	Miridae	Phylini	Cercocarpopsallus	gracilis	6296	6292	6445	6447	376	448	674	1	0	20	FALSE	FALSE	0	0	0	1	LOW	FALSE
989	Fagaceae	Quercus	gambelii	Miridae	Phylini	Bisulcopsallus	polhemorum	6296	6292	6469	6471	68	571	754	10	0	11	FALSE	FALSE	0	0	0	10	LOW	FALSE
997	Scrophulariaceae	Verbascum	nigrum	Miridae	Phylini	Campylomma	novaki	6296	6292	5790	3160	3	616	1293	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
998	Lamiaceae	Salvia	acetabulosa	Miridae	Phylini	Chlorillus	pictoides	6296	6292	5808	3274	264	585	1294	1	0	13	FALSE	FALSE	0	0	0	1	LOW	FALSE
999	Capparaceae	Maerua	crassifolia	Miridae	Phylini	Ectagela	punctata	6296	6292	5861	3559	135	1295	8621	1	0	3	FALSE	FALSE	0	0	0	1	LOW	FALSE
1000	Apiaceae	Bupleurum	semidiaphanum	Miridae	Phylini	Eurycolpus	bipunctatus	6296	6292	5877	3639	89	1296	1297	1	0	17	FALSE	FALSE	0	0	0	1	LOW	FALSE
1003	Fagaceae	Quercus	suber	Miridae	Phylini	Malacotes	subris	6296	6292	6013	4062	68	571	1301	2	0	6	FALSE	FALSE	0	0	0	2	LOW	FALSE
1004	Asteraceae	Matricaria	aurea	Miridae	Phylini	Megalocoleus	matricariae	6296	6292	6025	4121	98	531	9399	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1005	Asteraceae	Achillea	santolinea	Miridae	Phylini	Oncotylidea	amplipilis	6296	6292	6076	4270	98	399	1303	1	0	13	FALSE	FALSE	0	0	0	1	LOW	FALSE
1011	Rhamnaceae	Condalia	spathulata	Miridae	Phylini	Arizonapsallus	stonedahli	6296	6292	6474	6475	373	458	1310	1	0	12	FALSE	FALSE	0	0	0	1	LOW	FALSE
1012	Rosaceae	Vauquelinia	californica	Miridae	Phylini	Ceratopsallus	vauqueliniae	6296	6292	6448	6476	376	1311	9968	1	0	9	FALSE	FALSE	0	0	0	1	LOW	FALSE
1014	Cistaceae	Helianthemum	croceum	Miridae	Phylini	Tinicephalus	delamarei	6296	6292	6242	5455	153	1313	1314	1	0	11	FALSE	FALSE	0	0	0	1	LOW	FALSE
1015	Cistaceae	Helianthemum	cinerum	Miridae	Phylini	Tinicephalus	nigropilosus	6296	6292	6242	5463	153	1313	1316	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1026	Rosaceae	Sorbus	domestica	Miridae	Phylini	Psallus	sorbi	6296	6292	6154	5030	376	1327	1328	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1029	Cucurbitaceae	Sechium	edule	Miridae	Orthotylini	Slaterocoris	punctatus	6296	6291	6200	40488	170	5903	8634	1	0	9	FALSE	FALSE	0	0	0	1	LOW	FALSE
1042	Solanaceae	Lycium	cooperi	Miridae	Phylini	Chlamyopsallus	lycii	6296	6292	6490	6491	9	528	708	5	0	4	FALSE	FALSE	0	0	0	5	LOW	FALSE
1043	Boraginaceae	Tiquilia	greggii	Miridae	Orthotylini	Pseudopsallus	greggii	6296	6291	6165	6492	113	1145	9516	3	0	1	FALSE	FALSE	0	0	0	3	LOW	FALSE
1044	Boraginaceae	Tiquilia	palmeri	Miridae	Orthotylini	Pseudopsallus	tiquiliae	6296	6291	6165	6493	113	1145	1146	9	0	27	FALSE	FALSE	0	0	0	9	LOW	FALSE
1060	Fabaceae	Mimosa	rhododactyla	Miridae	Orthotylini	Oaxacacoris	schaffneri	6296	6291	6069	1733	211	1265	1361	1	0	4	FALSE	FALSE	0	0	0	1	LOW	FALSE
1062	Nyctaginaceae	Abronia	elliptica	Miridae	Orthotylini	Pseudopsallus	abroniae	6296	6291	6165	2366	320	1198	1363	1	0	25	FALSE	FALSE	0	0	0	1	LOW	FALSE
1117	Fabaceae	Psorothamnus	emoryi	Miridae	Orthotylini	Daleapidea	decorata	6296	6291	5838	909	211	1357	9456	1	0	255	FALSE	FALSE	0	0	0	1	LOW	FALSE
1133	Pinaceae	Pinus	densiflora	Miridae	Phylini	Plesiodema	gotohi	6296	6292	6138	6655	62	554	1451	7	0	3	FALSE	FALSE	0	0	0	7	LOW	FALSE
1148	Fabaceae	Acacia	paradoxa	Miridae	Phylini	Polyozus	mina	6296	6292	6771	6775	211	396	2410	2	0	10	FALSE	FALSE	0	0	0	2	LOW	FALSE
1152	Oleaceae	Notelaea	microcarpa	Miridae	Phylini	Polyozus	manilla	6296	6292	6771	6778	325	1738	2348	2	0	29	FALSE	FALSE	0	0	0	2	LOW	FALSE
1154	Fabaceae	Senna	stowardii	Miridae	Phylini	Polyozus	tridens	6296	6292	6771	6781	211	1353	2601	1	0	8	FALSE	FALSE	0	0	0	1	LOW	FALSE
1161	Fabaceae	Acacia	mearnsii	Miridae	Phylini	Polyozus	bifurcata	6296	6292	6771	6790	211	396	2340	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1165	Nothofagaceae	Nothofagus	carri	Miridae	Halticini	Coridromius	punctatus	6296	6288	5822	856	319	1739	3567	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1188	Malvaceae	Ceiba	parvifolia	Miridae	Orthotylini	Jornandes	ceibae	6296	6291	5953	6816	286	3614	2414	1	0	68	FALSE	FALSE	0	0	0	1	LOW	FALSE
1189	Simaroubaceae	Recchia	mexicana	Miridae	Orthotylini	Jornandes	lynnae	6296	6291	5953	6817	6	3615	9808	3	0	28	FALSE	FALSE	0	0	0	3	LOW	FALSE
1190	Tiliaceae	Heliocarpus	terebinthinaceus	Miridae	Orthotylini	Jornandes	heliocarpusi	6296	6291	5953	6825	33	3617	3618	1	0	9	FALSE	FALSE	0	0	0	1	LOW	FALSE
1194	Scrophulariaceae	Buddleja	wrightii	Miridae	Orthotylini	Josephinus	albicornis	6296	6291	32832	34233	3	1547	2688	3	0	23	FALSE	FALSE	0	0	0	3	LOW	FALSE
1195	Santalaceae	Exocarpos	aphyllus	Miridae	Phylini	Exocarpocoris	tantulus	6296	6292	6830	6833	384	1628	1895	12	0	46	FALSE	FALSE	0	0	0	12	LOW	FALSE
1196	Convolvulaceae	Ipomoea	murucoides	Miridae	Orthotylini	Jornandes	cruralis	6296	6291	5953	1323	161	3621	3622	1	0	4	FALSE	FALSE	0	0	0	1	LOW	FALSE
1199	Amaranthaceae	Salsola	gemmascens	Miridae	Phylini	Solenoxyphus	kerzhneri	6296	6292	6203	6835	83	584	3625	2	0	6	FALSE	FALSE	0	0	0	2	LOW	FALSE
1202	Convolvulaceae	Ipomoea	murucoides	Miridae	Orthotylini	Ficinus	sagittarius	6296	6291	5887	1075	161	3621	3622	3	0	29	FALSE	FALSE	0	0	0	3	LOW	FALSE
1205	Fabaceae	Acacia	aneura	Miridae	Phylini	Ancoraphylus	carolus	6296	6292	6838	6840	211	396	1888	1	0	8	FALSE	FALSE	0	0	0	1	LOW	FALSE
1206	Fabaceae	Acacia	cf. brachystachya	Miridae	Phylini	Ancoraphylus	auski	6296	6292	6838	6841	211	396	3629	1	0	6	FALSE	FALSE	0	0	0	1	LOW	FALSE
1207	Fabaceae	Acacia	stowardii	Miridae	Phylini	Ancoraphylus	mariala	6296	6292	6838	6842	211	396	2600	2	0	19	FALSE	FALSE	0	0	0	2	LOW	FALSE
1217	Loranthaceae	Amyema	preissii	Miridae	Pilophorini	Hypseloecus	amyemicola	6296	6293	5938	6849	280	1506	2461	4	0	40	FALSE	FALSE	0	0	0	4	LOW	FALSE
1221	Loranthaceae	Amyema	quandang	Miridae	Pilophorini	Hypseloecus	paramyemi	6296	6293	5938	6852	280	1506	2483	7	0	23	FALSE	FALSE	0	0	0	7	LOW	FALSE
1222	Loranthaceae	Amyema	miquelii	Miridae	Pilophorini	Hypseloecus	metamyemi	6296	6293	5938	6853	280	1506	2357	3	0	40	FALSE	FALSE	0	0	0	3	LOW	FALSE
1223	Loranthaceae	Amyema	lucasii	Miridae	Pilophorini	Hypseloecus	grossi	6296	6293	5938	6848	280	1506	2325	2	0	10	FALSE	FALSE	0	0	0	2	LOW	FALSE
1235	Chenopodiaceae	Nanophyton	erinaceum	Miridae	Phylini	Solenoxyphus	nanophyti	6296	6292	6203	6861	149	3645	3646	2	0	22	FALSE	FALSE	0	0	0	2	LOW	FALSE
1238	Urticaceae	Urtica	dioica	Miridae	Orthotylini	Mecomma	pervinius	6296	6291	6023	1607	45	614	725	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1239	Urticaceae	Urtica	dioica	Miridae	Orthotylini	Mecomma	ruwenzoriense	6296	6291	6023	1610	45	614	725	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1241	Amaranthaceae	Salsola	passerina	Miridae	Phylini	Solenoxyphus	salsolae	6296	6292	6203	6878	83	584	3649	9	0	4	FALSE	FALSE	0	0	0	9	LOW	FALSE
1242	Amaranthaceae	Salsola	foliosa	Miridae	Phylini	Solenoxyphus	punctipennis	6296	6292	6203	5317	83	584	3650	1	0	4	FALSE	FALSE	0	0	0	1	LOW	FALSE
1243	Sapindaceae	Acer	monspessulanum	Miridae	Orthotylini	Orthotylus	aceris	6296	6291	6088	1783	385	398	3651	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1244	Fabaceae	Indigofera	oblongifolia	Miridae	Orthotylini	Orthotylus	indigoferae	6296	6291	6088	1934	211	1672	8704	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1261	Burseraceae	Bursera	submoniliformis	Miridae	Orthotylini	Jornandes	burserae	6296	6291	5953	6818	121	435	3686	2	0	20	FALSE	FALSE	0	0	0	2	LOW	FALSE
1262	Fabaceae	Mimosa	polyantha	Miridae	Orthotylini	Jornandes	mimosae	6296	6291	5953	6810	211	1265	3688	4	0	57	FALSE	FALSE	0	0	0	4	LOW	FALSE
1268	Viscaceae	Viscum	album	Miridae	Pilophorini	Hypseloecus	visci	6296	6293	5938	3833	47	1838	8572	2	0	1	FALSE	FALSE	0	0	0	2	LOW	FALSE
1270	Apocynaceae	Cynanchum	obtusifolium	Miridae	Pilophorini	Neoambonea	slateri	6296	6293	6053	4245	90	1401	2389	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1278	Lamiaceae	Plectranthus	excisius	Miridae	Phylini	Europiella	gilva	6296	6292	5876	3602	264	3704	3705	1	0	3	FALSE	FALSE	0	0	0	1	LOW	FALSE
1292	Pinaceae	Pinus	monophylla	Miridae	Pilophorini	Pilophorus	clavicornis	6296	6293	6127	4527	62	554	841	3	0	36	FALSE	FALSE	0	0	0	3	LOW	FALSE
1293	Pinaceae	Abies	concolor	Miridae	Pilophorini	Pilophorus	concolor	6296	6293	6127	4529	62	394	704	1	0	3	FALSE	FALSE	0	0	0	1	LOW	FALSE
1316	Pinaceae	Pinus	clausa	Miridae	Pilophorini	Pilophorus	floridanus	6296	6293	6127	4546	62	554	3761	3	0	1	FALSE	FALSE	0	0	0	3	LOW	FALSE
1334	Fagaceae	Quercus	ilicifolia	Miridae	Pilophorini	Pilophorus	setiger	6296	6293	6127	4608	68	571	9463	1	0	3	FALSE	FALSE	0	0	0	1	LOW	FALSE
1350	Fabaceae	Acacia	greggii	Miridae	Phylini	Atractotomus	nicholi	6296	6292	5750	2935	211	396	8654	3	0	67	FALSE	FALSE	0	0	0	3	LOW	FALSE
1368	Euphorbiaceae	Acalypha	insulana	Miridae	Halticini	Coridromius	neoguineanus	6296	6288	5822	855	208	3792	3793	1	0	6	FALSE	FALSE	0	0	0	1	LOW	FALSE
1369	Asteraceae	Berkheya	bipinnatifida	Miridae	Halticini	Coridromius	bulbopella	6296	6288	5822	7079	98	1537	3794	1	0	7	FALSE	FALSE	0	0	0	1	LOW	FALSE
1370	Lamiaceae	Syncolostemon	macranthus	Miridae	Phylini	Austropsallus	drakensbergensis	6296	6292	5755	2978	264	3796	3797	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1371	Asteraceae	Helichrysum	cooperi	Miridae	Phylini	Austropsallus	helichrysi	6296	6292	5755	2979	98	1657	8618	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1372	Asteraceae	Senecio	achilleifolius	Miridae	Phylini	Austropsallus	senecionus	6296	6292	5755	2982	98	589	3798	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1414	Myrtaceae	Pileanthus	vernicosus	Miridae	Orthotylini	Myrtlemiris	russulatus	6296	6291	70116	70122	313	1768	2667	1	0	197	FALSE	FALSE	0	0	0	1	LOW	FALSE
1421	Casuarinaceae	Allocasuarina	corniculata	Miridae	Orthotylini	Myrtlemiris	silveirae	6296	6291	70116	70123	142	1502	2036	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1428	Santalaceae	Santalum	lanceolatum	Miridae	Orthotylini	Myrtlemiris	agnew	6296	6291	70116	70117	384	1792	2276	1	0	9	FALSE	FALSE	0	0	0	1	LOW	FALSE
1461	Myrtaceae	Melaleuca	wilsonii	Miridae	Orthotylini	Orthotylus	sidnicus	6296	6291	6088	2085	313	1717	2686	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1471	Fabaceae	Dalea	formosa	Miridae	Orthotylini	Origonema	splendida	6296	6291	7894	7895	211	467	1269	1	0	4	FALSE	FALSE	0	0	0	1	LOW	FALSE
1472	Myrtaceae	Metrosideros	polymorpha	Miridae	Phylini	Campylomma	tinctipennis	6296	6292	5790	3202	313	3908	8778	2	0	1	FALSE	FALSE	0	0	0	2	LOW	FALSE
1473	Sapindaceae	Cardiospermum	halicacabum	Miridae	Phylini	Campylomma	townesi	6296	6292	5790	3203	385	3909	3910	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1474	Fabaceae	Cassia	fistula	Miridae	Hallodapini	Acrorrhinium	pusae	6296	6287	5703	2737	211	441	3923	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1475	Malvaceae	Hibiscus	tiliaceus	Miridae	Phylini	Campylomma	rapae	6296	6292	5790	3184	286	1663	3924	2	0	1	FALSE	FALSE	0	0	0	2	LOW	FALSE
1477	Myrtaceae	Metrosideros	polymorpha	Miridae	Phylini	Campylomma	rubrotincta	6296	6292	5790	3189	313	3908	8778	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1480	Fabaceae	Crotalaria	agatiflora	Miridae	Phylini	Moissonia	limbata	6296	6292	6035	4178	211	464	3927	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1481	Asteraceae	Commidendrum	robustum	Miridae	Phylini	Neisopsallus	lutosus	6296	6292	6052	4239	98	3934	2507	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1482	Fagaceae	Quercus	suber	Miridae	Phylini	Harpocera	atlantica	6296	6292	5922	3783	68	571	1301	3	0	4	FALSE	FALSE	0	0	0	3	LOW	FALSE
1483	Fabaceae	Crotalaria	intermedia	Miridae	Phylini	Moissonia	ampliata	6296	6292	6035	4154	211	464	9321	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1484	Asteraceae	Anaphalis	oblonga	Miridae	Phylini	Opuna	pilosula	6296	6292	6080	4315	98	411	3931	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1485	Sterculiaceae	Cola	acuminata	Miridae	Phylini	Decomia	colae	6296	6292	5845	3495	18	3932	1858	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1486	Asteraceae	Commidendrum	robustum	Miridae	Phylini	Agrametra	aethiops	6296	6292	5715	2762	98	3934	2507	1	0	5	FALSE	FALSE	0	0	0	1	LOW	FALSE
1487	Pedaliaceae	Sesamum	indicum	Miridae	Phylini	Campylomma	citrinella	6296	6292	5790	3088	338	3936	3937	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1488	Malvaceae	Gossypium	hirsutum	Miridae	Phylini	Campylomma	subflava	6296	6292	5790	3199	286	3573	3938	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1489	Fabaceae	Cajanus	cajan	Miridae	Phylini	Campylomma	longicornis	6296	6292	5790	3133	211	3939	3940	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1490	Santalaceae	Phoradendron	bolleanum	Miridae	Phylini	Viscacoris	tigris	6296	6292	7830	8208	384	551	3943	1	0	47	FALSE	FALSE	0	0	0	1	LOW	FALSE
1501	Ericaceae	Vaccinium	cyrtandra	Miridae	Phylini	Campylomma	collina	6296	6292	5790	3090	203	615	3951	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1507	Fabaceae	Acacia	karroo	Miridae	Hallodapini	Formicopsella	regneri	6296	6287	5889	3655	211	396	3965	2	0	2	FALSE	FALSE	0	0	0	2	LOW	FALSE
1508	Asteraceae	Acanthospermum	australe	Miridae	Hallodapini	Hallodapus	albofasciatus	6296	6287	5919	3726	98	3966	1924	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1509	Boraginaceae	Heliotropium	stenophyllum	Miridae	Orthotylini	Orthotylus	tafoensis	6296	6291	6088	2105	113	501	3968	1	0	58	FALSE	FALSE	0	0	0	1	LOW	FALSE
1510	Asteraceae	Chrysocoma	tenuifolium	Miridae	Hallodapini	Acrorrhinium	drakensbergensis	6296	6287	5703	2721	98	1572	3969	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1511	Asteraceae	Helichrysum	orbiculore	Miridae	Hallodapini	Acrorrhinium	oudtshoornensis	6296	6287	5703	2735	98	1657	3971	1	0	2	FALSE	FALSE	0	0	0	1	LOW	FALSE
1514	Fabaceae	Acacia	karroo	Miridae	Hallodapini	Pangania	fasciatipennis	6296	6287	6094	4374	211	396	3965	1	0	3	FALSE	FALSE	0	0	0	1	LOW	FALSE
1538	Myrtaceae	Eucalyptus	melliodoradelete	Miridae	Austromirini	Porphyrodema	rhinoceros	6296	25821	26001	26002	313	1624	2345	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1591	Casuarinaceae	Casuarina	cristata	Miridae	Orthotylini	Dasymiris	schoutedeni	6296	6291	5843	910	142	1563	8622	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1598	Fabaceae	Acacia	pulchella	Miridae	Orthotylini	Kirkaldyella	adunca	6296	6291	26119	26120	211	396	9229	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1599	Chenopodiaceae	Halosarcia	indica	Miridae	Orthotylini	Kirkaldyella	argoantyx	6296	6291	26119	26122	149	1655	2244	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1603	Elaeocarpaceae	Elaeocarpus	obovatus	Miridae	Orthotylini	Kirkaldyella	carotarhani	6296	6291	26119	26124	198	4004	8924	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1604	Goodeniaceae	Scaevola	nitida	Miridae	Orthotylini	Kirkaldyella	notaurantia	6296	6291	26119	26126	225	1793	2377	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1611	Asparagaceae	Lomandra	longifolia	Miridae	Orthotylini	Kirkaldyella	rugosa	6296	6291	26119	26131	6833	1704	9629	1	0	44	FALSE	FALSE	0	0	0	1	LOW	FALSE
1630	Sapindaceae	Alectryon	coriaceus	Tingidae	Tingini	Eritingis	agyiates	25882	25884	26204	26212	385	1501	8187	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1657	Asteraceae	Montanoa	tomentosa	Miridae	Orthotylini	Lopidella	knighti	6296	6291	6003	1555	98	1727	8971	2	0	4	FALSE	FALSE	0	0	0	2	LOW	FALSE
1694	Lamiaceae	Dicrastylis	flexuosa	Miridae	Phylini	Wallabicoris	dicrastyli	6296	6292	26274	26277	264	1594	8872	1	0	185	FALSE	FALSE	0	0	0	1	LOW	FALSE
1702	Asteraceae	Ozothamnus	diosmifolius	Miridae	Phylini	Wallabicoris	ozothamni	6296	6292	26274	26280	98	1750	2085	5	0	299	FALSE	FALSE	0	0	0	5	LOW	FALSE
1709	Asteraceae	Waitzia	acuminata	Miridae	Phylini	Wallabicoris	waitzii	6296	6292	26274	26284	98	1840	9533	2	0	491	FALSE	FALSE	0	0	0	2	LOW	FALSE
1714	Myrtaceae	Tristaniopsis	laurina	Tingidae	Tingini	Physatocheila	biseriata	25882	25884	26333	75410	313	4074	4075	2	0	1	FALSE	FALSE	0	0	0	2	LOW	FALSE
1715	Myrtaceae	Tristaniopsis	laurina	Tingidae	Tingini	Physatocheila	suttoni	25882	25884	26333	26336	313	4074	4075	1	0	1	FALSE	FALSE	0	0	0	1	LOW	FALSE
1721	Rutaceae	Geijera	parviflora	Tingidae	Tingini	Tanybyrsa	secunda	25882	25884	26351	26353	379	1642	8716	6	0	31	FALSE	FALSE	0	0	0	6	LOW	FALSE
1735	Thymelaeaceae	Pimelea	sericea	Miridae	Phylini	Wallabicoris	pimelei	6296	6292	26274	26287	32	1769	8952	1	0	25	FALSE	FALSE	0	0	0	1	LOW	FALSE
1736	Boraginaceae	Halgania	viscosa	Miridae	Phylini	Wallabicoris	halganii	6296	6292	26274	26288	113	1653	9361	1	0	28	FALSE	FALSE	0	0	0	1	LOW	FALSE
1737	Sterculiaceae	Keraudrenia	integrifolia	Miridae	Phylini	Wallabicoris	ellae	6296	6292	26274	26289	18	1682	8894	2	0	106	FALSE	FALSE	0	0	0	2	LOW	FALSE
1745	Rhamnaceae	Spyridium	globulosum	Miridae	Phylini	Wallabicoris	spyridiellus	6296	6292	26274	35274	373	1808	2186	4	0	65	FALSE	FALSE	0	0	0	4	LOW	FALSE
1748	Rhamnaceae	Trymalium	floribundum	Miridae	Phylini	Wallabicoris	trymalii	6296	6292	26274	35476	373	1832	9822	2	0	5	FALSE	FALSE	0	0	0	2	LOW	FALSE
1750	Rhamnaceae	Spyridium	vexilliferum	Miridae	Phylini	Wallabicoris	rhamnicola	6296	6292	26274	35475	373	1808	2672	1	0	67	FALSE	FALSE	0	0	0	1	LOW	FALSE
1753	Rhamnaceae	Pomaderris	oraria	Miridae	Phylini	Wallabicoris	pomaderri	6296	6292	26274	26292	373	1776	2396	1	0	26	FALSE	FALSE	0	0	0	1	LOW	FALSE
1763	Thymelaeaceae	Pimelea	microcephala	Tingidae	Tingini	Oncophysa	leai	25882	25884	26370	26374	32	1769	8797	2	0	74	FALSE	FALSE	0	0	0	2	LOW	FALSE
1791	Scrophulariaceae	Eremophila	mitchellii	Tingidae	Tingini	Lasiacantha	serraseta	25882	25884	37332	39459	3	1619	8916	4	0	8	FALSE	FALSE	0	0	0	4	LOW	FALSE
