id	h_family	h_genus	h_species	i_family	i_tribe	i_genus	i_species	i_family_id	i_tribe_id	i_genus_id	i_species_id	h_family_id	h_genus_id	h_species_id	coll_number_same_h	coll_percent	h_n_specimens	i_h_same_g	i_h_same_f	i_j_h_col_event	i_j_same_col	h_voucher	coll_total_i	rel_confidence	redList
7626	Amaranthaceae	Bassia	scoparia	Aphididae	Aphidini	Aphis (Aphis)	craccivora	53209	53266	53299	53931	83	1532	906	3	1.35	3	FALSE	FALSE	0	0	0	223	LOW	FALSE
8289	Rubiaceae	Coprosma	baueriana	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	377	4575	11403	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
8466	Fabaceae	Medicago	sativa	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	211	532	903	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
9103	Fabaceae	Melilotus	officinalis	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	211	533	9404	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
9104	Asteraceae	Tephroseris	praticola	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	98	17516	17517	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
9105	Apiaceae	Torilis	arvensis	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	89	11140	11141	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
9106	Asteraceae	Eupatorium	serotinum	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	98	479	9227	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
9138	Caprifoliaceae	Lonicera	japonica	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	136	525	790	1	1.35	12	FALSE	FALSE	0	0	0	74	LOW	FALSE
9139	Ebenaceae	Diospyros	virginiana	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	196	1599	10083	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
9142	Fabaceae	Vicia	villosa	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	211	621	9970	1	1.35	4	FALSE	FALSE	0	0	0	74	LOW	FALSE
9226	Cornaceae	Cornus	florida	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	163	459	748	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
9279	Fabaceae	Lespedeza	bicolor	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	211	6871	11801	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
9282	Fabaceae	Chamaecrista	fasciculata	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	211	16226	16227	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
15476	Urticaceae	Urtica	dioica	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	45	614	725	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
15481	Rosaceae	Prunus	serotina	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	376	566	9668	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
15978	Salicaceae	Salix	wilhelmsiana	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	382	583	4766	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
16378	Asteraceae	Erigeron	strigosus	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	98	475	9022	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
16379	Fabaceae	Glycine	max	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	211	1643	8509	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
16398	Salicaceae	Salix	interior	Miridae	Mirini	Neurocolpus	nubilus	6296	8151	66745	68020	382	583	786	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
18837	Myrtaceae	Leptospermum	laevigata	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	313	1696	9385	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
18838	Moraceae	Ficus	carica	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	304	1381	11124	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
18839	Myrtaceae	Leptospermum	scoparium	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	313	1696	8951	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
18841	Amaranthaceae	Beta	vulgaris	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	83	5465	9732	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
18853	Rutaceae	Choisya	ternata	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	379	8497	8498	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
18854	Celastraceae	Euonymus	japonicus	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	144	3780	9348	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
18855	Araliaceae	Hedera	helix	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	94	8085	8086	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
18856	Garryaceae	Aucuba	japonica	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	217	7819	9914	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
21085	Rosaceae	Crataegus	laevigata	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	376	463	11419	1	1.35	2	FALSE	FALSE	0	0	0	74	LOW	FALSE
21088	Fabaceae	Ceratonia	siliqua	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	211	7875	7876	1	1.35	4	FALSE	FALSE	0	0	0	74	LOW	FALSE
21090	Paeoniaceae	Howea	forsteriana	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	333	4566	4567	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
21128	Rhamnaceae	Rhamnus	crocea	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	373	574	1153	1	1.35	2	FALSE	FALSE	0	0	0	74	LOW	FALSE
22004	Fabaceae	Chamaecrista	fasciculata	Aphididae	Aphidini	Aphis (Aphis)	craccivora	53209	53266	53299	53931	211	16226	16227	3	1.35	4	FALSE	FALSE	0	0	0	223	LOW	FALSE
22716	Fabaceae	Chamaecrista	fasciculata	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	211	16226	16227	1	1.35	2	FALSE	FALSE	0	0	0	74	LOW	FALSE
22717	Fabaceae	Albizia	julibrissin	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	211	6297	7859	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
22718	Oleaceae	Olea	europaea	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	325	1743	8862	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
22719	Magnoliaceae	Magnolia	grandiflora	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	283	6675	11688	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
22720	Rutaceae	Ptelea	trifoliata	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	379	5977	5604	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
22721	Rosaceae	Eriobotrya	japonica	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	376	7794	9858	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
22824	Myrtaceae	Psidium	guajava	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	313	4446	7083	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
22826	Burseraceae	Bursera	simaruba	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	121	435	16494	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
22919	Fagaceae	Quercus	virginiana	Diaspididae	Diaspididae_none_none	Hemiberlesia	rapax	61281	61283	61448	62931	68	571	9674	1	1.35	1	FALSE	FALSE	0	0	0	74	LOW	FALSE
23064	Fagaceae	Quercus	palustris	Membracidae	Smiliini	Ophiderma	pubescens	40537	40560	40592	40596	68	571	866	2	1.35	1	FALSE	FALSE	0	0	0	148	LOW	FALSE
8502	Asteraceae	Sonchus	oleraceus	Aphididae	Macrosiphini	Uroleucon (Uroleucon)	pseudambrosiae	53209	53268	53496	55174	98	4630	11114	2	1.36	3	FALSE	FALSE	0	0	0	147	LOW	FALSE
8506	Asteraceae	Lactuca	virosa	Aphididae	Macrosiphini	Uroleucon (Uroleucon)	pseudambrosiae	53209	53268	53496	55174	98	3921	11502	2	1.36	2	FALSE	FALSE	0	0	0	147	LOW	FALSE
17202	Asteraceae	Lactuca	hirsuta	Aphididae	Macrosiphini	Uroleucon (Uroleucon)	pseudambrosiae	53209	53268	53496	55174	98	3921	14746	2	1.36	2	FALSE	FALSE	0	0	0	147	LOW	FALSE
17207	Asteraceae	Eupatorium	hyssopifolium	Aphididae	Macrosiphini	Uroleucon (Uroleucon)	pseudambrosiae	53209	53268	53496	55174	98	479	9057	2	1.36	3	FALSE	FALSE	0	0	0	147	LOW	FALSE
17210	Asteraceae	Gnaphalium	obtusifolium	Aphididae	Macrosiphini	Uroleucon (Uroleucon)	pseudambrosiae	53209	53268	53496	55174	98	1644	13559	2	1.36	2	FALSE	FALSE	0	0	0	147	LOW	FALSE
17670	Sapotaceae	Sideroxylon	tenax	Diaspididae	Diaspididae_none_none	Fiorinia	fioriniae	61281	61283	61417	62737	386	7447	8964	2	1.36	1	FALSE	FALSE	0	0	0	147	LOW	FALSE
17752	Iridaceae	Sisyrinchium	solstitiale	Diaspididae	Diaspididae_none_none	Fiorinia	fioriniae	61281	61283	61417	62737	254	4395	15109	2	1.36	1	FALSE	FALSE	0	0	0	147	LOW	FALSE
17769	Arecaceae	Ravenea	rivularis	Diaspididae	Diaspididae_none_none	Fiorinia	fioriniae	61281	61283	61417	62737	95	14174	14175	2	1.36	1	FALSE	FALSE	0	0	0	147	LOW	FALSE
18092	Lauraceae	Persea	sp,	Diaspididae	Diaspididae_none_none	Fiorinia	fioriniae	61281	61283	61417	62737	266	7732	14446	2	1.36	1	FALSE	FALSE	0	0	0	147	LOW	FALSE
18109	Arecaceae	Chamaerops	humilis	Diaspididae	Diaspididae_none_none	Fiorinia	fioriniae	61281	61283	61417	62737	95	12104	14908	2	1.36	1	FALSE	FALSE	0	0	0	147	LOW	FALSE
18115	Arecaceae	Sabal	palmetto	Diaspididae	Diaspididae_none_none	Fiorinia	fioriniae	61281	61283	61417	62737	95	6579	6580	2	1.36	1	FALSE	FALSE	0	0	0	147	LOW	FALSE
19471	Arecaceae	Phoenix	canariensis	Diaspididae	Diaspididae_none_none	Fiorinia	fioriniae	61281	61283	61417	62737	95	8528	15348	2	1.36	3	FALSE	FALSE	0	0	0	147	LOW	FALSE
10003	Asteraceae	Tanacetum	vulgare	Aphididae	Macrosiphini	Uroleucon (Lambersius)	luteolum	53209	53268	53494	55130	98	603	965	2	1.37	1	FALSE	FALSE	0	0	0	146	LOW	FALSE
11410	Apiaceae	Sium	cicutaefolium sic	Aphididae	Macrosiphini	Hyadaphis	foeniculi	53209	53268	53417	54480	89	7246	7375	2	1.37	3	FALSE	FALSE	0	0	0	146	LOW	FALSE
11435	Caprifoliaceae	Lonicera	xylosteum	Aphididae	Macrosiphini	Hyadaphis	foeniculi	53209	53268	53417	54480	136	525	3866	2	1.37	1	FALSE	FALSE	0	0	0	146	LOW	FALSE
11438	Caprifoliaceae	Lonicera	prolifera	Aphididae	Macrosiphini	Hyadaphis	foeniculi	53209	53268	53417	54480	136	525	12645	2	1.37	2	FALSE	FALSE	0	0	0	146	LOW	FALSE
11439	Caprifoliaceae	Symphoricarpos	vulgaris	Aphididae	Macrosiphini	Hyadaphis	foeniculi	53209	53268	53417	54480	136	601	12646	2	1.37	3	FALSE	FALSE	0	0	0	146	LOW	FALSE
15956	Asteraceae	Chrysothamnus	viscidiflorus	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	98	451	963	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
16438	Caprifoliaceae	Lonicera	ciliata	Aphididae	Macrosiphini	Hyadaphis	foeniculi	53209	53268	53417	54480	136	525	14517	2	1.37	1	FALSE	FALSE	0	0	0	146	LOW	FALSE
16773	Caprifoliaceae	Lonicera	involucrata	Aphididae	Macrosiphini	Hyadaphis	foeniculi	53209	53268	53417	54480	136	525	8895	2	1.37	8	FALSE	FALSE	0	0	0	146	LOW	FALSE
16781	Caprifoliaceae	Lonicera	californica	Aphididae	Macrosiphini	Hyadaphis	foeniculi	53209	53268	53417	54480	136	525	14607	2	1.37	1	FALSE	FALSE	0	0	0	146	LOW	FALSE
17269	Asteraceae	Conyza	canadensis	Aphididae	Macrosiphini	Uroleucon (Lambersius)	luteolum	53209	53268	53494	55130	98	4045	9988	2	1.37	2	FALSE	FALSE	0	0	0	146	LOW	FALSE
17274	Asteraceae	Aster	lateriflorus	Aphididae	Macrosiphini	Uroleucon (Lambersius)	luteolum	53209	53268	53494	55130	98	421	2285	2	1.37	3	FALSE	FALSE	0	0	0	146	LOW	FALSE
17918	Asteraceae	Solidago	odora	Aphididae	Macrosiphini	Uroleucon (Lambersius)	luteolum	53209	53268	53494	55130	98	595	11855	2	1.37	3	FALSE	FALSE	0	0	0	146	LOW	FALSE
17924	Asteraceae	Solidago	juncea	Aphididae	Macrosiphini	Uroleucon (Lambersius)	luteolum	53209	53268	53494	55130	98	595	10011	2	1.37	2	FALSE	FALSE	0	0	0	146	LOW	FALSE
18006	Asteraceae	Solidago	caesia	Aphididae	Macrosiphini	Uroleucon (Lambersius)	luteolum	53209	53268	53494	55130	98	595	11043	2	1.37	1	FALSE	FALSE	0	0	0	146	LOW	FALSE
18007	Asteraceae	Solidago	serotina	Aphididae	Macrosiphini	Uroleucon (Lambersius)	luteolum	53209	53268	53494	55130	98	595	9132	2	1.37	2	FALSE	FALSE	0	0	0	146	LOW	FALSE
20476	Amaranthaceae	Bassia	hyssopifolia	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	83	1532	8993	1	1.37	3	FALSE	FALSE	0	0	0	73	LOW	FALSE
20482	Asteraceae	Gutierrezia	microcephala	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	98	493	1340	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20485	Aizoaceae	Sesuvium	verrucosum	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	77	14706	15764	1	1.37	2	FALSE	FALSE	0	0	0	73	LOW	FALSE
20488	Boraginaceae	Cryptantha	angustifolia	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	113	466	16068	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20505	Boraginaceae	Amsinckia	menziesii	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	113	410	9831	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20507	Fabaceae	Acmispon	glaber	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	211	12760	12762	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20508	Fabaceae	Psorothamnus	arborescens	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	211	1357	10042	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20512	Amaranthaceae	Amaranthus	retroflexus	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	83	4338	6186	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20515	Boraginaceae	Cryptantha	intermedia	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	113	466	8664	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20517	Asteraceae	Encelia	farinosa	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	98	1194	1195	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20520	Boraginaceae	Eriodictyon	crassifolium	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	113	476	2041	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20521	Asteraceae	Ericameria	palmeri	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	98	1622	15766	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20523	Capparaceae	Wislizenia	refracta	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	135	1272	1422	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
20525	Asteraceae	Ambrosia	psilostachya	Cicadellidae	Opsiini	Neoaliturus (Circulifer)	tenellus	51257	55659	55674	71664	98	407	1213	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
21190	Asteraceae	Ambrosia	monogyra	Cicadellidae	Iassini	Stragania	robusta	51257	70383	70580	81095	98	407	17513	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
21191	Asteraceae	Pluchea	sericea	Cicadellidae	Iassini	Stragania	robusta	51257	70383	70580	81095	98	1772	10123	1	1.37	1	FALSE	FALSE	0	0	0	73	LOW	FALSE
21196	Amaranthaceae	Atriplex	lentiformis	Cicadellidae	Iassini	Stragania	robusta	51257	70383	70580	81095	83	424	11670	1	1.37	6	FALSE	FALSE	0	0	0	73	LOW	FALSE
6088	Fagaceae	Quercus	laevis	Membracidae	Smiliini	Cyrtolobus	fenestratus	40537	40560	40569	40948	68	571	9675	4	1.38	5	FALSE	FALSE	0	0	0	290	LOW	FALSE
261	Amaranthaceae	Atriplex	lontiformis	Miridae	Phylini	Megalopsallus	sparsus	6296	6292	6027	21	83	424	814	1	1.39	2	FALSE	FALSE	0	0	0	72	LOW	FALSE
309	Amaranthaceae	Atriplex	hymenelytra	Miridae	Phylini	Megalopsallus	sparsus	6296	6292	6027	21	83	424	777	1	1.39	2	FALSE	FALSE	0	0	0	72	LOW	FALSE
310	Asteraceae	Ambrosia	deltoidea	Miridae	Phylini	Megalopsallus	sparsus	6296	6292	6027	21	98	407	3674	1	1.39	2	FALSE	FALSE	0	0	0	72	LOW	FALSE
311	Asteraceae	Artemisia	filifolia	Miridae	Phylini	Megalopsallus	sparsus	6296	6292	6027	21	98	418	744	1	1.39	2	FALSE	FALSE	0	0	0	72	LOW	FALSE
416	Fabaceae	Gleditsia	triacanthos	Miridae	Phylini	Plagiognathus	vitellinus	6296	6292	6132	219	211	490	946	1	1.39	2	FALSE	FALSE	0	0	0	72	LOW	FALSE
494	Pinaceae	Picea	rubens	Miridae	Phylini	Plagiognathus	vitellinus	6296	6292	6132	219	62	553	897	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
693	Sarcobataceae	Sarcobatus	vermiculatus	Miridae	Phylini	Megalopsallus	sparsus	6296	6292	6027	21	7960	587	960	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
949	Asteraceae	Ericameria	nauseosa	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	98	1622	4133	1	1.39	28	FALSE	FALSE	0	0	0	72	LOW	FALSE
1113	Rosaceae	Purshia	glandulosa	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	376	569	8650	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
1253	Asteraceae	Ambrosia	confertiflora	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	98	407	2022	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
1254	Asteraceae	Encelia	virginensis	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	98	1194	1211	1	1.39	6	FALSE	FALSE	0	0	0	72	LOW	FALSE
1255	Fabaceae	Acacia	greggii	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	211	396	8654	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
1256	Asteraceae	Ambrosia	deltoidea	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	98	407	3674	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
1258	Amaranthaceae	Atriplex	polycarpa	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	83	424	877	1	1.39	3	FALSE	FALSE	0	0	0	72	LOW	FALSE
2044	Solanaceae	Lycium	andersonii	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	9	528	8579	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
3451	Asteraceae	Ambrosia	chenopodiifolia	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	98	407	5784	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
3452	Boraginaceae	Tiquilia	palmeri	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	113	1145	1146	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
3559	Pinaceae	Larix	dahurica	Miridae	Phylini	Plagiognathus	vitellinus	6296	6292	6132	219	62	516	4413	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
3561	Pinaceae	Larix	kaempferi	Miridae	Phylini	Plagiognathus	vitellinus	6296	6292	6132	219	62	516	8904	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
3562	Pinaceae	Larix	sibirica	Miridae	Phylini	Plagiognathus	vitellinus	6296	6292	6132	219	62	516	9619	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
4253	Pinaceae	Pinus	banksiana	Miridae	Phylini	Plagiognathus	vitellinus	6296	6292	6132	219	62	554	671	1	1.39	2	FALSE	FALSE	0	0	0	72	LOW	FALSE
8675	Polygonaceae	Rumex	verticillatus	Aphididae	Aphidini	Aphis (Aphis)	rumicis	53209	53266	53299	54013	356	7917	11080	3	1.39	3	FALSE	FALSE	0	0	0	216	LOW	FALSE
8677	Celastraceae	Euonymus	atropurpureus	Aphididae	Aphidini	Aphis (Aphis)	rumicis	53209	53266	53299	54013	144	3780	11060	3	1.39	3	FALSE	FALSE	0	0	0	216	LOW	FALSE
8898	Adoxaceae	Viburnum	opulus	Aphididae	Aphidini	Aphis (Aphis)	rumicis	53209	53266	53299	54013	74	620	10854	3	1.39	2	FALSE	FALSE	0	0	0	216	LOW	FALSE
8900	Celastraceae	Celastrus	scandens	Aphididae	Aphidini	Aphis (Aphis)	rumicis	53209	53266	53299	54013	144	7972	9572	3	1.39	4	FALSE	FALSE	0	0	0	216	LOW	FALSE
9165	Moraceae	Morus	alba	Aphididae	Aphidini	Aphis (Aphis)	sambuci	53209	53266	53299	54015	304	5512	10150	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
9171	Asteraceae	Sonchus	oleraceus	Aphididae	Aphidini	Aphis (Aphis)	rumicis	53209	53266	53299	54013	98	4630	11114	3	1.39	2	FALSE	FALSE	0	0	0	216	LOW	FALSE
12759	Rhamnaceae	Ceanothus	greggii	Miridae	Orthotylini	Scalponotatus	maturus	6296	6291	6190	2485	373	444	764	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
13958	Solanaceae	Solanum	melongena	Aphididae	Aphidini	Aphis (Aphis)	sambuci	53209	53266	53299	54015	9	1802	5550	1	1.39	1	FALSE	FALSE	0	0	0	72	LOW	FALSE
21741	Asteraceae	Arctium	minus	Aphididae	Aphidini	Aphis (Aphis)	rumicis	53209	53266	53299	54013	98	6060	6061	3	1.39	3	FALSE	FALSE	0	0	0	216	LOW	FALSE
24558	Onagraceae	Epilobium	anagallidifolium	Aphididae	Aphidini	Aphis (Aphis)	rumicis	53209	53266	53299	54013	327	474	7141	3	1.39	1	FALSE	FALSE	0	0	0	216	LOW	FALSE
7932	Apiaceae	Apium	graveolens	Aphididae	Aphidini	Aphis (Aphis)	gossypii	53209	53266	53299	53953	89	415	763	9	1.4	5	FALSE	FALSE	0	0	0	644	LOW	FALSE
11953	Asteraceae	Centranthus	ruber	Aphididae	Macrosiphini	Macrosiphum (Macrosiphum)	euphorbiae	53209	53268	53441	54611	98	5626	5627	8	1.4	4	FALSE	FALSE	0	0	0	573	LOW	FALSE
547	Rhamnaceae	Ceanothus	tomentosus	Miridae	Phylini	Tuxedo	cruralis	6296	6292	6253	549	373	444	941	1	1.41	2	FALSE	FALSE	0	0	0	71	LOW	FALSE
550	Rosaceae	Cercocarpus	traskiae	Miridae	Phylini	Tuxedo	cruralis	6296	6292	6253	549	376	448	944	1	1.41	2	FALSE	FALSE	0	0	0	71	LOW	TRUE
551	Salicaceae	Salix	exigua	Miridae	Phylini	Tuxedo	cruralis	6296	6292	6253	549	382	583	1289	1	1.41	4	FALSE	FALSE	0	0	0	71	LOW	FALSE
552	Rhamnaceae	Ceanothus	sorediatus	Miridae	Phylini	Tuxedo	cruralis	6296	6292	6253	549	373	444	915	1	1.41	2	FALSE	FALSE	0	0	0	71	LOW	FALSE
556	Elaeagnaceae	Shepherdia	canadensis	Miridae	Phylini	Tuxedo	cruralis	6296	6292	6253	549	197	590	8607	1	1.41	2	FALSE	FALSE	0	0	0	71	LOW	FALSE
562	Rhamnaceae	Ceanothus	insularis	Miridae	Phylini	Tuxedo	cruralis	6296	6292	6253	549	373	444	784	1	1.41	2	FALSE	FALSE	0	0	0	71	LOW	FALSE
563	Rhamnaceae	Ceanothus	crassifolius	Miridae	Phylini	Tuxedo	cruralis	6296	6292	6253	549	373	444	714	1	1.41	2	FALSE	FALSE	0	0	0	71	LOW	FALSE
753	Rhamnaceae	Ceanothus	arboreus	Miridae	Phylini	Tuxedo	cruralis	6296	6292	6253	549	373	444	653	1	1.41	1	FALSE	FALSE	0	0	0	71	LOW	FALSE
2618	Rosaceae	Cercocarpus	montanus	Miridae	Phylini	Atractotomus	balli	6296	6292	5750	2902	376	448	842	1	1.41	9	FALSE	FALSE	0	0	0	71	LOW	FALSE
2621	Asteraceae	Cichorium	intybus	Miridae	Phylini	Atractotomus	balli	6296	6292	5750	2902	98	452	789	1	1.41	3	FALSE	FALSE	0	0	0	71	LOW	FALSE
2622	Rhamnaceae	Ceanothus	integerrimus	Miridae	Phylini	Atractotomus	balli	6296	6292	5750	2902	373	444	785	1	1.41	2	FALSE	FALSE	0	0	0	71	LOW	FALSE
2623	Rosaceae	Amelanchier	utahensis	Miridae	Phylini	Atractotomus	balli	6296	6292	5750	2902	376	1150	1151	1	1.41	11	FALSE	FALSE	0	0	0	71	LOW	FALSE
2741	Fabaceae	Trifolium	repens	Miridae	Phylini	Atractotomus	balli	6296	6292	5750	2902	211	610	890	1	1.41	1	FALSE	FALSE	0	0	0	71	LOW	FALSE
